MAP,MAT,ET,NPP,NDVI,IND,SOC,TN,TP,SM,pH,EC,ANF
398.4774089,2.821441793,1738.383,965.6666667,0.4136,3.1006808,18.39009288,2.076429474,0.615356352,23.29931973,6.69,25.7,5.839829032
398.4774089,2.821441793,1738.383,965.6666667,0.4136,3.1006808,20.625,2.191846919,0.554788674,22.10526316,7.03,229,10.50526204
384.1015544,0.93432757,1650.409,597.3333333,0.24,3.6449199,10.7027027,1.139059459,0.338936303,31.93277311,6.43,46.3,2.785391342
384.1015544,0.93432757,1650.409,597.3333333,0.24,3.6449199,15.57763975,1.480792547,0.384564021,29.47103275,6.55,31.8,3.54873467
384.1015544,0.93432757,1650.409,597.3333333,0.24,3.6449199,18.74239351,2.297349662,0.43446074,34.43163097,6.65,32.8,4.940392306
384.1015544,0.93432757,1650.409,597.3333333,0.24,3.6449199,16.79702048,2.046800086,0.424862879,39.92172211,6.29,28.6,2.57780872
384.1015544,0.93432757,1650.409,597.3333333,0.24,3.6449199,20.23198012,1.807061806,0.47624428,37.19851577,6.86,32.6,5.390294688
406.3387227,3.062462458,1713.55,1794,0.5352,3.1776233,20.26651217,2.209681205,0.57743962,11.84210526,6.86,28.2,2.572933088
406.3387227,3.062462458,1713.55,1794,0.5352,3.1776233,35.35714286,3.030374487,0.714286307,10.48034934,6.35,53.9,4.139751703
406.3387227,3.062462458,1713.55,1794,0.5352,3.1776233,21.57162726,2.312325841,0.564737173,12.4497992,6.54,44.4,3.427334925
406.3387227,3.062462458,1713.55,1794,0.5352,3.1776233,20.82840237,2.338782658,0.609267363,12.890625,7.27,62.7,4.057978448
406.3387227,3.062462458,1713.55,1794,0.5352,3.1776233,25.52,2.493302293,0.65940311,11.11111111,6.6,51.8,3.086606782
578.3610555,4.686669732,1670.739,2551,0.6752,4.573245,11.84210526,2.038278159,0.52441362,13.79310345,5.54,18.36,0.507605121
578.3610555,4.686669732,1670.739,2551,0.6752,4.573245,31.25348189,2.020072412,0.567384203,15.56603774,5.57,16.8,1.033603559
578.3610555,4.686669732,1670.739,2551,0.6752,4.573245,48.15920398,1.686277038,0.610054409,28.42892768,5.46,27.4,1.350141281
578.3610555,4.686669732,1670.739,2551,0.6752,4.573245,34.6692607,2.395826675,0.590522913,9.122807018,5.56,24.2,1.898681753
578.3610555,4.686669732,1670.739,2551,0.6752,4.573245,38.05405405,2.345096599,0.591426974,11.22807018,5.77,20.9,2.88719678
711.5165039,-3.348077773,1331.802,350.6666667,0.2216,5.4615321,21.70301142,1.910181101,0.377164325,4.823151125,7.59,88.8,0.803957876
711.5165039,-3.348077773,1331.802,350.6666667,0.2216,5.4615321,15.35335689,1.709213746,0.449412594,7.374631268,7.69,76.6,1.756029908
711.5165039,-3.348077773,1331.802,350.6666667,0.2216,5.4615321,11.08148148,1.165611852,0.365049706,7.25388601,7.62,61.4,0.601616166
711.5165039,-3.348077773,1331.802,350.6666667,0.2216,5.4615321,19.91024682,1.784508302,0.25367374,8.579088472,7.58,72.9,0.279276291
711.5165039,-3.348077773,1331.802,350.6666667,0.2216,5.4615321,24.36241611,2.096605369,0.339054868,3.481624758,7.55,90.9,1.500409084
614.6854045,0.70617954,1249.267,2092.333333,0.6416,5.5035563,53.15436242,6.724517453,0.833371408,22.19387755,6.42,30.9,4.617791877
614.6854045,0.70617954,1249.267,2092.333333,0.6416,5.5035563,61.39534884,7.513574675,0.744838585,38.0952381,6.14,23.7,7.273007374
614.6854045,0.70617954,1249.267,2092.333333,0.6416,5.5035563,65.88832487,4.964854138,0.889738557,52.66272189,6.33,30.1,8.517226034
614.6854045,0.70617954,1249.267,2092.333333,0.6416,5.5035563,53.92682927,6.773477668,0.852615156,33.44155844,6.24,25.3,4.507404861
614.6854045,0.70617954,1249.267,2092.333333,0.6416,5.5035563,38.29555757,4.747593216,1.152567607,42.24137931,6.31,24.1,7.351013405
695.9298828,2.032647245,1281.853,1638.666667,0.6224,5.3692598,75.86206897,5.706731034,0.761872117,8.212560386,5.18,22.8,8.769219966
695.9298828,2.032647245,1281.853,1638.666667,0.6224,5.3692598,92.69180754,6.886495709,0.899236341,7.807807808,5.19,23.5,10.15274939
695.9298828,2.032647245,1281.853,1638.666667,0.6224,5.3692598,24.1979835,2.085078643,0.73234009,7.936507937,5.35,15.93,12.22634644
695.9298828,2.032647245,1281.853,1638.666667,0.6224,5.3692598,58.04819277,6.15555069,0.734711908,5.657894737,5.32,19.02,7.243438831
695.9298828,2.032647245,1281.853,1638.666667,0.6224,5.3692598,66.28407461,9.243431406,0.549564507,8.719346049,5.46,22.2,9.966010746
195.325942,2.490373515,1447.948,463,0.1192,5.7327309,10.8,2.83,0.632,9.995791246,8.25,181.1,2.728347447
195.325942,2.490373515,1447.948,463,0.1192,5.7327309,7.7,3.24,0.62,10.87484812,8.17,162.7,1.846998119
195.325942,2.490373515,1447.948,463,0.1192,5.7327309,8.5,1.29,0.62,7.618464052,8.33,108.5,2.157227179
195.325942,2.490373515,1447.948,463,0.1192,5.7327309,8.5,4.23,0.618,11.78020324,7.87,149.9,1.730336759
195.325942,2.490373515,1447.948,463,0.1192,5.7327309,6.7,4.61,0.627,13.68812965,8.45,125,1.723045673
365.646401,-0.786534507,1297.418,1081.333333,0.4624,7.0775414,27.7,2.6,0.441,10.16783445,8.6,101.9,0.282424749
365.646401,-0.786534507,1297.418,1081.333333,0.4624,7.0775414,26.7,2.42,0.426,12.18114603,7.53,205,2.795314028
365.646401,-0.786534507,1297.418,1081.333333,0.4624,7.0775414,26.7,2.23,0.434,7.886772298,8.4,81.5,2.925117727
492.1535482,-1.67366649,1221.938,1600.333333,0.608,6.7746639,51.1,5.64,0.563,18.42313162,7.92,156.2,1.928278815
492.1535482,-1.67366649,1221.938,1600.333333,0.608,6.7746639,41.5,6.64,0.549,16.57509158,7.69,301,0
492.1535482,-1.67366649,1221.938,1600.333333,0.608,6.7746639,36.5,5.45,0.566,18.29080322,7.89,131.8,1.356128097
492.1535482,-1.67366649,1221.938,1600.333333,0.608,6.7746639,35.9,6.58,0.558,17.44800846,8.12,90.7,0.630349429
492.1535482,-1.67366649,1221.938,1600.333333,0.608,6.7746639,18.6,5.63,0.563,10.96309631,7.88,152.5,0
593.3563883,5.096732077,1418.409,2600,0.66,6.2251558,86.90391459,7.32667946,1.247413043,11.50442478,5.11,28.8,13.68006174
593.3563883,5.096732077,1418.409,2600,0.66,6.2251558,82.84518828,6.354600133,1.366214286,29.67741935,5.74,33.9,11.87910817
593.3563883,5.096732077,1418.409,2600,0.66,6.2251558,81.4713217,9.540930872,1.343989381,15.88785047,5.6,59.9,11.53213506
593.3563883,5.096732077,1418.409,2600,0.66,6.2251558,77.15127701,9.157919376,1.1782174,18.09045226,5.46,46.7,15.04058289
593.3563883,5.096732077,1418.409,2600,0.66,6.2251558,78.88757396,6.101413643,1.224432207,13.55932203,5.38,59.9,10.21494915
591.7583374,6.87878348,1364.297,3158,0.716,6.5287027,104.7867299,7.734349763,1.05001622,39.08045977,5.69,82.1,17.31124557
591.7583374,6.87878348,1364.297,3158,0.716,6.5287027,101.7293233,7.520025564,0.947583806,30,5.66,19.18,11.29949567
591.7583374,6.87878348,1364.297,3158,0.716,6.5287027,55.31791908,6.62981589,1.118974259,41.50943396,5.9,56.7,18.095
591.7583374,6.87878348,1364.297,3158,0.716,6.5287027,81.24789207,6.084277234,0.804802411,44,5.85,83.2,11.88
378.5649048,-0.723902503,1223.747,748,0.3264,7.6339169,13.3,1.62,0.553,16.43657817,9.19,1141,4.359947132
378.5649048,-0.723902503,1223.747,748,0.3264,7.6339169,37.8,3.82,0.602,27.94786926,8.69,357,3.243569082
378.5649048,-0.723902503,1223.747,748,0.3264,7.6339169,25.6,3.11,0.589,29.99306519,9.01,995,3.249384674
378.5649048,-0.723902503,1223.747,748,0.3264,7.6339169,42.8,3.02,0.651,33.80430198,8.5,779,0.488349824
382.9750651,1.919283183,1299.216,3533,0.7136,8.8092995,32.4,3.87,0.557,11.50093419,7.85,153.6,4.648245924
382.9750651,1.919283183,1299.216,3533,0.7136,8.8092995,29,3.27,0.565,19.3143665,7.58,251,3.226135192
382.9750651,1.919283183,1299.216,3533,0.7136,8.8092995,39,3.47,0.583,25.35063114,7.8,273,3.542050013
382.9750651,1.919283183,1299.216,3533,0.7136,8.8092995,33.6,2.99,0.565,19.40388078,7.78,1249,3.395897154
382.9750651,1.919283183,1299.216,3533,0.7136,8.8092995,37.4,7.31,0.606,15.39916761,7.28,235,5.960331798
572.470988,0.283995262,1163.863,2198.666667,0.6872,8.5530701,22.7,1.15,0.606,21.62426614,6.86,115.3,0.527781431
572.470988,0.283995262,1163.863,2198.666667,0.6872,8.5530701,34.9,1.49,0.704,21.8426501,6.7,109.3,0.235014962
572.470988,0.283995262,1163.863,2198.666667,0.6872,8.5530701,26.4,1.35,0.66,18.23756132,6.71,145.1,1.093977818
572.470988,0.283995262,1163.863,2198.666667,0.6872,8.5530701,33.3,0.75,0.653,17.32758621,6.55,144.8,2.566474988
572.470988,0.283995262,1163.863,2198.666667,0.6872,8.5530701,29.6,1.17,0.65,19.81964697,6.58,163.9,2.001976853
473.6635254,1.06609996,1251.607,3105,0.812,8.3038836,51.3,4.31,0.602,11.5995567,7.73,160.6,10.84372615
473.6635254,1.06609996,1251.607,3105,0.812,8.3038836,56.3,4.83,0.613,21.93548387,7.65,179.2,12.14591796
473.6635254,1.06609996,1251.607,3105,0.812,8.3038836,62.8,6.14,0.634,17.28136882,7.44,141.5,10.47442975
473.6635254,1.06609996,1251.607,3105,0.812,8.3038836,60.1,5.09,0.603,18.44680408,7.64,353,10.02226514
536.8145711,0.952095413,1294.24,3583.666667,0.8816,7.5737829,78.4,4.08,0.699,25.6993007,6.53,565,0
536.8145711,0.952095413,1294.24,3583.666667,0.8816,7.5737829,69.9,4.02,0.656,28.63062724,7.26,304,0
536.8145711,0.952095413,1294.24,3583.666667,0.8816,7.5737829,61.6,3.99,0.746,32.29357798,7.22,262,0
536.8145711,0.952095413,1294.24,3583.666667,0.8816,7.5737829,70.2,3.53,0.684,23.70740306,7.38,411,0
